Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","2017-18 
CALPADS Fall 1 
Certification Status"
2017-2018,07,61754,0730044,Contra Costa,Mt. Diablo Unified,Northgate High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1523,155,0.101772817,175,0.114904793,1483,153,0.103169252,173,0.116655428,Y
2017-2018,07,61754,0730333,Contra Costa,Mt. Diablo Unified,Gateway High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,34,28,0.823529412,30,0.882352941,30,25,0.833333333,27,0.9,Y
2017-2018,07,61754,0730358,Contra Costa,Mt. Diablo Unified,Prospect High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,53,23,0.433962264,24,0.452830189,45,19,0.422222222,19,0.422222222,Y
2017-2018,07,61754,0730416,Contra Costa,Mt. Diablo Unified,Crossroads High (Alternative),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,33,26,0.787878788,27,0.818181818,16,11,0.6875,11,0.6875,Y
2017-2018,07,61754,0730424,Contra Costa,Mt. Diablo Unified,Summit High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,111,51,0.459459459,55,0.495495495,92,41,0.445652174,45,0.489130435,Y
2017-2018,07,61754,0731646,Contra Costa,Mt. Diablo Unified,College Park High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2022,397,0.196340257,451,0.223046489,1972,386,0.195740365,437,0.221602434,Y
2017-2018,07,61754,0731836,Contra Costa,Mt. Diablo Unified,Concord High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1482,626,0.422402159,732,0.493927126,1442,615,0.426490985,717,0.497226075,Y
2017-2018,07,61754,0734566,Contra Costa,Mt. Diablo Unified,Mt. Diablo High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1392,962,0.691091954,1058,0.760057471,1336,925,0.692365269,1018,0.761976048,Y
2017-2018,07,61754,0734764,Contra Costa,Mt. Diablo Unified,Olympic Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,245,164,0.669387755,170,0.693877551,179,124,0.69273743,128,0.715083799,Y
2017-2018,07,61754,0737809,Contra Costa,Mt. Diablo Unified,Ygnacio Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1246,811,0.650882825,913,0.732744783,1199,778,0.648874062,877,0.731442869,Y
2017-2018,07,61788,0730184,Contra Costa,Pittsburg Unified,Black Diamond High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,221,146,0.660633484,150,0.678733032,187,128,0.684491979,130,0.695187166,Y
2017-2018,07,61788,0735407,Contra Costa,Pittsburg Unified,Pittsburg Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3529,2024,0.573533579,2371,0.671861717,3409,1951,0.572308595,2291,0.672044588,Y
2017-2018,07,61796,0101477,Contra Costa,West Contra Costa Unified,Leadership Public Schools: Richmond,Unified School District,High Schools (Public),Traditional,N/A,Yes,0557,Directly funded,Y,9,12,577,432,0.748700173,511,0.885615251,567,426,0.751322751,504,0.888888889,Y
2017-2018,07,61796,0132233,Contra Costa,West Contra Costa Unified,John Henry High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1741,Directly funded,Y,9,12,257,112,0.435797665,112,0.435797665,253,111,0.438735178,111,0.438735178,Y
2017-2018,07,61796,0730291,Contra Costa,West Contra Costa Unified,Middle College High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,296,130,0.439189189,175,0.591216216,294,128,0.43537415,173,0.588435374,Y
2017-2018,07,61796,0730598,Contra Costa,West Contra Costa Unified,Hercules High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,935,319,0.341176471,413,0.44171123,909,307,0.337733773,398,0.437843784,Y
2017-2018,07,61796,0732164,Contra Costa,West Contra Costa Unified,De Anza High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1382,803,0.581041968,971,0.70260492,1336,774,0.579341317,938,0.702095808,Y
2017-2018,07,61796,0732941,Contra Costa,West Contra Costa Unified,El Cerrito High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1482,562,0.379217274,654,0.441295547,1444,544,0.376731302,633,0.438365651,Y
2017-2018,07,61796,0733253,Contra Costa,West Contra Costa Unified,Greenwood Academy,Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,358,243,0.67877095,278,0.776536313,275,203,0.738181818,234,0.850909091,Y
2017-2018,07,61796,0733659,Contra Costa,West Contra Costa Unified,John F. Kennedy High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,881,807,0.91600454,850,0.964812713,845,773,0.914792899,814,0.963313609,Y
2017-2018,07,61796,0735316,Contra Costa,West Contra Costa Unified,Pinole Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1136,571,0.502640845,703,0.618838028,1101,549,0.498637602,680,0.617620345,Y
2017-2018,07,61796,0735902,Contra Costa,West Contra Costa Unified,Richmond High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,1511,1083,0.716743878,1286,0.851091992,1441,1031,0.715475364,1229,0.852879944,Y
2017-2018,07,61804,0113118,Contra Costa,San Ramon Valley Unified,Dougherty Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3212,204,0.063511831,224,0.069738481,3167,201,0.063467003,220,0.069466372,Y
2017-2018,07,61804,0730051,Contra Costa,San Ramon Valley Unified,California High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2763,163,0.058993847,193,0.069851611,2711,156,0.057543342,186,0.068609369,Y
2017-2018,07,61804,0734368,Contra Costa,San Ramon Valley Unified,Monte Vista High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2428,98,0.040362438,103,0.042421746,2345,94,0.040085288,99,0.042217484,Y
2017-2018,07,61804,0736504,Contra Costa,San Ramon Valley Unified,San Ramon Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2077,90,0.043331728,97,0.046701974,2002,87,0.043456543,94,0.046953047,Y
2017-2018,08,61820,0833004,Del Norte,Del Norte County Unified,Del Norte High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,915,471,0.514754098,506,0.553005464,879,446,0.507394767,481,0.547212742,Y
2017-2018,08,61820,0836205,Del Norte,Del Norte County Unified,Sunset High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,68,41,0.602941176,43,0.632352941,59,36,0.610169492,38,0.644067797,Y
2017-2018,09,10090,0930131,El Dorado,El Dorado County Office of Education,Rite of Passage,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,Yes,0053,Locally funded,N,9,12,150,150,1,150,1,137,137,1,137,1,Y
2017-2018,09,61853,0930164,El Dorado,El Dorado Union High,Union Mine High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1033,319,0.308809293,357,0.345595353,986,301,0.305273834,339,0.343813387,Y
2017-2018,09,61853,0930214,El Dorado,El Dorado Union High,EDUHSD Virtual Academy at Shenandoah,High School District,High Schools (Public),Traditional,N/A,Yes,0366,Locally funded,N,9,12,90,10,0.111111111,12,0.133333333,86,10,0.11627907,12,0.139534884,Y
2017-2018,09,61853,0932756,El Dorado,El Dorado Union High,El Dorado High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1127,420,0.372670807,462,0.409937888,1077,399,0.370473538,440,0.408542247,Y
2017-2018,09,61853,0934554,El Dorado,El Dorado Union High,Independence Continuation,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,109,77,0.706422018,79,0.724770642,87,61,0.701149425,62,0.712643678,Y
2017-2018,09,61853,0936302,El Dorado,El Dorado Union High,Ponderosa High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1827,352,0.192665572,379,0.207443897,1767,337,0.190718732,362,0.204867006,Y
2017-2018,09,61903,0930040,El Dorado,Lake Tahoe Unified,Mt. Tallac High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,78,56,0.717948718,62,0.794871795,70,49,0.7,55,0.785714286,Y
2017-2018,09,61903,0930107,El Dorado,Lake Tahoe Unified,Transitional Learning Center (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,15,12,0.8,12,0.8,13,11,0.846153846,11,0.846153846,Y
2017-2018,09,61903,0937805,El Dorado,Lake Tahoe Unified,South Tahoe High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1013,487,0.480750247,569,0.561697927,982,476,0.484725051,555,0.565173116,Y
2017-2018,09,73783,0930099,El Dorado,Black Oak Mine Unified,Divide High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,12,8,0.666666667,8,0.666666667,8,5,0.625,5,0.625,Y
2017-2018,10,62117,0113555,Fresno,Clovis Unified,Clovis North High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2498,448,0.179343475,566,0.226581265,2417,427,0.176665288,543,0.224658668,Y
2017-2018,10,62117,1030196,Fresno,Clovis Unified,Clovis West High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2006,673,0.335493519,812,0.404785643,1932,646,0.33436853,780,0.403726708,Y
2017-2018,10,62117,1030501,Fresno,Clovis Unified,Buchanan High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2700,625,0.231481481,789,0.292222222,2602,603,0.231744812,758,0.291314374,Y
2017-2018,10,62117,1030683,Fresno,Clovis Unified,Clovis East High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2492,1010,0.40529695,1271,0.510032103,2430,983,0.404526749,1236,0.508641975,Y
2017-2018,10,62117,1031004,Fresno,Clovis Unified,Gateway High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,235,156,0.663829787,171,0.727659574,205,137,0.668292683,150,0.731707317,Y
2017-2018,10,62117,1031053,Fresno,Clovis Unified,Clovis High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2904,1059,0.364669421,1305,0.449380165,2699,985,0.364949981,1223,0.453130789,Y
2017-2018,10,62125,1030113,Fresno,Coalinga-Huron Unified,Cambridge High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,51,38,0.745098039,38,0.745098039,43,33,0.76744186,33,0.76744186,Y
2017-2018,10,62125,1030477,Fresno,Coalinga-Huron Unified,Chesnut High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,38,35,0.921052632,35,0.921052632,35,33,0.942857143,33,0.942857143,Y
2017-2018,10,62125,1031376,Fresno,Coalinga-Huron Unified,Coalinga High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1144,754,0.659090909,837,0.731643357,1107,733,0.662149955,816,0.737127371,Y
2017-2018,10,62158,0108977,Fresno,Fowler Unified,Fowler Academy Community Day (9-12),Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,9,12,10,9,0.9,10,1,10,9,0.9,10,1,Y
2017-2018,10,62158,0120246,Fresno,Fowler Unified,Fowler Academy Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,7,6,0.857142857,6,0.857142857,5,5,1,5,1,Y
2017-2018,10,62158,1032150,Fresno,Fowler Unified,Fowler High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,770,494,0.641558442,548,0.711688312,744,475,0.63844086,529,0.711021505,Y
2017-2018,10,62166,0108555,Fresno,Fresno Unified,Design Science Middle College High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,9,12,268,142,0.529850746,201,0.75,265,141,0.532075472,199,0.750943396,Y
2017-2018,10,62166,0114553,Fresno,Fresno Unified,University High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0890,Directly funded,Y,9,12,489,74,0.151329243,74,0.151329243,479,74,0.154488518,74,0.154488518,Y
2017-2018,10,62166,1030279,Fresno,Fresno Unified,Bullard High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,2583,1126,0.435927216,1613,0.624467673,2515,1091,0.433797217,1569,0.623856859,Y
2017-2018,10,62166,1030295,Fresno,Fresno Unified,Erma Duncan Polytechnical High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1103,734,0.665457842,963,0.873073436,1088,725,0.666360294,952,0.875,Y
2017-2018,10,62166,1030584,Fresno,Fresno Unified,Cambridge Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,494,388,0.785425101,456,0.923076923,428,335,0.78271028,395,0.922897196,Y
2017-2018,10,62166,1030642,Fresno,Fresno Unified,School of Unlimited Learning,Unified School District,High Schools (Public),Traditional,N/A,Yes,0149,Directly funded,Y,9,12,155,136,0.877419355,142,0.916129032,110,93,0.845454545,98,0.890909091,Y
2017-2018,10,62166,1030675,Fresno,Fresno Unified,Sunnyside High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,2837,1885,0.664434262,2531,0.892139584,2771,1841,0.66438109,2471,0.891735835,Y
2017-2018,10,62166,1031897,Fresno,Fresno Unified,Edison High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,2571,1526,0.593543368,2024,0.787242318,2525,1497,0.592871287,1986,0.786534653,Y
2017-2018,10,62166,1032507,Fresno,Fresno Unified,Fresno High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,2194,1506,0.686417502,1899,0.865542388,2135,1461,0.684309133,1846,0.864637002,Y
2017-2018,10,62166,1032911,Fresno,Fresno Unified,Herbert Hoover High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1725,1047,0.606956522,1447,0.83884058,1657,1004,0.605914303,1389,0.838261919,Y
2017-2018,10,62166,1034214,Fresno,Fresno Unified,McLane High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1772,1332,0.751693002,1625,0.917042889,1724,1294,0.750580046,1580,0.916473318,Y
2017-2018,10,62166,1035831,Fresno,Fresno Unified,Roosevelt High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,2182,1607,0.736480293,2001,0.917048579,2122,1559,0.73468426,1944,0.916116871,Y
2017-2018,10,62257,0124727,Fresno,Kingsburg Joint Union High,Kingsburg Independent Study High,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,49,29,0.591836735,30,0.612244898,45,26,0.577777778,27,0.6,Y
2017-2018,10,62257,1033695,Fresno,Kingsburg Joint Union High,Kingsburg High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1071,388,0.362278245,431,0.402427638,1028,375,0.364785992,417,0.405642023,Y
2017-2018,10,62257,1033729,Fresno,Kingsburg Joint Union High,Oasis Continuation High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,38,29,0.763157895,33,0.868421053,36,27,0.75,31,0.861111111,Y
2017-2018,10,62265,0108092,Fresno,Kings Canyon Joint Unified,Orange Cove High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,652,558,0.855828221,598,0.917177914,632,539,0.852848101,578,0.914556962,Y
2017-2018,10,62265,0116640,Fresno,Kings Canyon Joint Unified,Dunlap Leadership Academy,Unified School District,High Schools (Public),Traditional,CEP,Yes,1074,Locally funded,N,9,12,57,35,0.614035088,37,0.649122807,49,28,0.571428571,30,0.612244898,Y
2017-2018,10,62265,0126292,Fresno,Kings Canyon Joint Unified,Reedley Middle College High,Unified School District,High Schools (Public),Traditional,Provision 2,Yes,1513,Locally funded,N,9,12,181,108,0.596685083,122,0.674033149,180,107,0.594444444,121,0.672222222,Y
2017-2018,10,62265,1033703,Fresno,Kings Canyon Joint Unified,Kings Canyon Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,102,86,0.843137255,90,0.882352941,87,73,0.83908046,77,0.885057471,Y
2017-2018,10,62265,1035310,Fresno,Kings Canyon Joint Unified,Reedley High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1793,1078,0.601226994,1166,0.650306748,1728,1035,0.598958333,1122,0.649305556,Y
2017-2018,10,62281,1033950,Fresno,Laton Joint Unified,Laton High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,191,157,0.821989529,170,0.890052356,181,147,0.812154696,160,0.883977901,Y
2017-2018,10,62364,0126870,Fresno,Parlier Unified,San Joaquin Valley High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,53,52,0.981132075,53,1,46,45,0.97826087,46,1,Y
2017-2018,10,62364,1034990,Fresno,Parlier Unified,Parlier High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,894,772,0.863534676,866,0.968680089,866,748,0.863741339,838,0.967667436,Y
2017-2018,10,62414,1036094,Fresno,Sanger Unified,Sanger High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3020,2110,0.698675497,2343,0.775827815,2954,2058,0.696682464,2288,0.774542993,Y
2017-2018,10,62430,1036672,Fresno,Selma Unified,Selma High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1780,1235,0.693820225,1364,0.766292135,1706,1182,0.692848769,1307,0.766119578,Y
2017-2018,10,73809,1030121,Fresno,Firebaugh-Las Deltas Unified,Firebaugh High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,664,538,0.810240964,586,0.88253012,643,522,0.811819596,568,0.883359253,Y
2017-2018,10,73809,1030147,Fresno,Firebaugh-Las Deltas Unified,El Puente High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,5,4,0.8,4,0.8,5,4,0.8,4,0.8,Y
